id,category,name,description,instagram,logo_url,members,tiktok,Callink Page,LEAD Center Advisor,reach out,photo path
45958,1,"Future Business Leaders of America-Phi Beta Lambda, Inc.","The UC Berkeley chapter of FBLA-PBL is one of the oldest and largest business organizations on campus providing a personal approach to professional development through client-facing projects and five project teams, known as committees, focus on different fields and intersections of business and pursue engaging and challenging curriculums in consulting, finance, marketing, tech, and biotechnology to foster well-rounded members.",,,,,https://callink.berkeley.edu/organization/berkeleypbl,LEAD Center Category: Professional RSO,Visit our Website for more information for contacts.,"sample_data/logo Future Business Leaders of America-Phi Beta Lambda, Inc..jpg"
91772,3,Gender Equity in Mathematics at Berkeley,"This organization is a safe place where UC Berkeley students interested in the field of Mathematics foster relationships and pursue academic success among like-minded individuals with an emphasis on women and other underrepresented gender groups. Through professional and social events, we create and empower a strong community within the Math Department. ",,,,,https://callink.berkeley.edu/organization/gem,LEAD Center Category: Cultural & Identity/Women Interest RSO,"We hold events every Monday at 6:30-8 pm in 1015 Evans Hall! Join our mailing list to get our weekly emails and stay updated with what goes on in the club. We also have slack channel where you can hear announcements, meet other club members and find study groups. Check out our linktree for all relevant links, social media and more: https://linktr.ee/ucbgem",sample_data/logo Gender Equity in Mathematics at Berkeley.jpg
376909,2,Generative AI at Berkeley,"Generative AI at Berkeley is the first and largest Generative AI focused student organization on campus. We welcome all majors, technical skill levels, backgrounds, and fully embrace the multidisciplinary nature of Generative AI. Members collaborate on projects that combine technical and creative work: applying technologies like Stable Diffusion and LLMs to real problems, as well as attending workshops and talks given by professors and industry experts, and working with startups and companies.",,,,,https://callink.berkeley.edu/organization/berkeleygenai,LEAD Center Category: Technology RSO,We open up our applications at the start of every semester! Check out our website: berkeleygenai.com for more details.,sample_data/logo Generative AI at Berkeley.jpg
378178,2,GeneTech at Berkeley,,,,,,https://callink.berkeley.edu/organization/GeneTechatBerkeley,LEAD Center Category: Technology RSO,Please fill out the google form to get information on how to get involved.,no logo
92014,3,Girl Up,,,,,,https://callink.berkeley.edu/organization/GirlUp,LEAD Center Category: Cultural & Identity/Women Interest RSO,"Please visit our instagram, @girlupberkeley, which will have instructions on how to join this semester. We accept everyone!",sample_data/logo Girl Up.jpg
122747,1,Global Investors at Berkeley,"Global Investors at Berkeley (GIB) is UC Berkeley's only student-run organization that focuses on global financial markets. We strive to educate our members about real-life investment strategies in various financial markets around the world. What differentiates us from other investment clubs on campus is that we provide our members with a platform to learn directly about the global equities, allowing them to acquire knowledge about major stock exchanges around the world. We are planning to cover six economies as of now and have an equal exposure of developed and emerging countries, namely, Brazil, India, United States, United Kingdom, Hong Kong, and Canada. Furthermore, members may have a choice to participate in investment strategies, focusing on these six countries.",,,,,https://callink.berkeley.edu/organization/globalinvestorsatberkeley,LEAD Center Category: Professional RSO,To be input by Global Investors while finishing page registration.,no logo
322280,1,Global Research and Consulting Group at Berkeley,"Global Research and Consulting (GRC) Group is an internationally-oriented educational non-profit with an expansive network of students from universities all over the world. Our mission is to drive global social impact change and empower students to become responsible future leaders, and we have completed over 60 projects with past clients including UNESCO, World Bank, Wikipedia, Oxfam, WWF, and many more.",,,,,https://callink.berkeley.edu/organization/globalresearchandconsulting,LEAD Center Category: Professional RSO,grc.berkeley.edu,sample_data/logo Global Research and Consulting Group at Berkeley.jpg
343728,1,Global Student Association at Berkeley Law,,,,,,https://callink.berkeley.edu/organization/GLOBL,LEAD Center Category: Professional RSO,jsk418@berkeley.edu,sample_data/logo Global Student Association at Berkeley Law.jpg
157900,1,Golden Records,"Golden Records strives to connect passionate students with the music industry and foster a welcoming community of like-minded individuals with the goal of preparing them for music industry related jobs. Recently, we have transitioned into a music producer focused organization open to those with little or lots of experience to participate. This organization will aim to establish events for the student community where members will be able to showcase their inspirations and gain invaluable experience performing live as well as bringing in established professionals to talk about their experiences.",,,,,https://callink.berkeley.edu/organization/GR,LEAD Center Category: Professional RSO,Join our Discord for all Announcements: https://discord.gg/MVR8QNWrGF,sample_data/logo Golden Records.jpg
350994,2,Good Futures at Berkeley,,,,,,https://callink.berkeley.edu/organization/gf,LEAD Center Category: Technology RSO,berkeleyaisafety.com,sample_data/logo Good Futures at Berkeley.jpg
302488,2,Google Developer Student Club at Berkeley,,,,,,https://callink.berkeley.edu/organization/GDSCB,LEAD Center Category: Technology RSO,Join our chapter and see upcoming events at https://gdsc.community.dev/university-of-california-berkeley-ca/ !,sample_data/logo Google Developer Student Club at Berkeley.jpg
58730,3,Graduate Association of Latinx Students (GALS)(FORMERLY known as Graduate Students de la Raza),"Graduate Association of Latinx Students (GALS) seeks to address the social, political, academic, cultural, and educational issues and concerns that affect the Latinx graduate and professional community at UC Berkeley. 

Graduate Association of Latinx Students (GALS) will:

• Serve as a cross-departmental bridge for the Latinx graduate and professional student body to build community and networks. 

• Engage in the academic and professional development of graduate and professional students.

• Coordinate support and mentorship to Latinx undergraduate students.

• Create a safe space for intercultural, cross cultural and diverse communities to collaborate and build relationships for transformative action.",,,,,https://callink.berkeley.edu/organization/gradassociationoflatinxstudents,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Please email berkeley.gals@gmail.com and ask to be put on our membership roster.,sample_data/logo Graduate Association of Latinx Students (GALS)(FORMERLY known as Graduate Students de la Raza).jpg
46331,3,Graduate Women of Engineering,"The Graduate Women of Engineering is a group of graduate engineering students from all engineering disciplines at the University of California, Berkeley. Our primary purpose is to support all graduate engineering women (in body, spirit or identity — past, present, future, and fluid) in all their engineering endeavors.",,,,,https://callink.berkeley.edu/organization/gwe,LEAD Center Category: Cultural & Identity/Women Interest RSO,Look for our amazing activities and what we are doing year round here: http://gwe.berkeley.edu/,sample_data/logo Graduate Women of Engineering.jpg
369004,1,Growth Equity Club at Berkeley,"We are an undergraduate club seeking to provide students at UC Berkeley with an environment to pursue their interests in investment banking, private equity, and venture capital. We will host social events, career development workshops, and speaker events.",,,,,https://callink.berkeley.edu/organization/growthequityclub,LEAD Center Category: Professional RSO,Please follow us on instagram @GECatBerkeley or email us @ GrowthEquityClubatBerkeley@gmail.com. Expect formal information sessions in the beginning of Fall 2023!,sample_data/logo Growth Equity Club at Berkeley.jpg
221511,1,Gun Violence Prevention Project,GVPP supports the efforts of Global Action on Gun Violence to keep communities safe through legal research in both the advocacy and impact litigation spaces.,,,,,https://callink.berkeley.edu/organization/GVPP,LEAD Center Category: Professional RSO,"To get involved with GVPP, applicants must apply through the Berkeley Law Pro Bono SLPs Office.",sample_data/logo Gun Violence Prevention Project.jpg
91776,1,Haas Africa Business Club,The Haas Africa Business Club is the student-led body of Haas students of African descent and others interested in the African continent. Our goal is to connect Africa to the Bay Area for accelerated development and realization of the continent's potential.,,,,,https://callink.berkeley.edu/organization/HaasAfricaBusinessClub,LEAD Center Category: Professional RSO,To be completed by student leader upon registration,sample_data/logo Haas Africa Business Club.jpg
91422,1,Haas Asia Business Club,"Haas Asia Business Club is an organization aimed to foster the social, cultural, and business ties among MBA students from Asia.",,,,,https://callink.berkeley.edu/organization/haasasiabusinessclub,LEAD Center Category: Professional RSO,Join the club at https://haas.campusgroups.com/asiabusinessclub/club_signup,sample_data/logo Haas Asia Business Club.jpg
368854,2,Haas Blockchain Club,"Budding from Haas School of Business, we focus on the business aspect of blockchain / crypto. The club’s mission is to create an open forum to understand and discuss blockchain technology in the UC Berkeley Haas and graduate communities. To foster student-driven blockchain innovation and networking through web3 employment opportunities, novel startups, and crypto VCs.",,,,,https://callink.berkeley.edu/organization/haasblockchainclub,LEAD Center Category: Technology RSO,"For Haas graduate students, please search and join slack channel #crypto_blockchain-at-haas . For other Berkeley students, please reach out to us via email!",sample_data/logo Haas Blockchain Club.jpg
92102,1,Haas Christian Fellowship,The mission of the Haas Christian Fellowship (HCF) is to create a community for Christians at Berkeley Haas to grow in their faith and explore their vocation while providing an open forum and community for everyone to dialogue and learn about the message of Jesus Christ.,,,,,https://callink.berkeley.edu/organization/HaasChristianFellowship,LEAD Center Category: Professional RSO,Join us on Campus Groups and on our Slack channel #haas-christian-fellowship-24-25,sample_data/logo Haas Christian Fellowship.jpg
92144,1,Haas Consulting Club,,,,,,https://callink.berkeley.edu/organization/HaasConsultingClub,LEAD Center Category: Professional RSO,"The Haas Consulting Club is a student-led organization that serves as a key resource for Haas MBA students considering a career in consulting. The Haas Consulting Club’s (HCC) mission is to provide students with the resources, training, and connections to Haas staff, alumni, and current students with experience in consulting that will help the HCC members explore the consulting space and assist them with finding a job in the consulting industry. The club establishes links between consulting firms and Haas students, through the Career Center and fellow Haas students with consulting backgrounds. The club provides members a number of resources needed to succeed in the recruiting process with consulting firms. Our activities can be divided into the following major areas: Introducing consulting career options to new Haas students Providing links to consulting firms Helping with consulting applications and interviews We hope to provide any assistance we can to get interested students through the recruiting process with workshops and practice with the infamous case interviews. We assist international students as well as students from the United States on both domestic and international opportunities. To establish relationships between firms and students, we sponsor firm night activities, provide contacts with alumni and current students affiliated with various firms, invite guest speakers to address important issues, and compile and distribute a resume book. Email our primary contact and officers for more information on how to get involved with the club.",no logo
146383,1,Haas Digital Media & Entertainment Club,"The club seeks to foster learning and engagement with emerging trends at the intersection of digital media and entertainment. We support our members in pursuit of entertainment and media careers by leveraging the Haas alumni network and broader entertainment ecosystem. DMEC members explore the industry through speaker series, company treks, and special events.",,,,,https://callink.berkeley.edu/organization/HaasDigitalMediaEntertainmentClub,LEAD Center Category: Professional RSO,Please contact us at dmec@haas.berkeley.edu,sample_data/logo Haas Digital Media & Entertainment Club.jpg
91795,1,Haas Entrepreneurs Association,The Berkeley Entrepreneurs Association (BEA) holds a distinguished position as the largest and oldest student association dedicated to entrepreneurship at UC Berkeley. At the core of our mission is the commitment to foster and support the entrepreneurial spirit among students and founders within the UC Berkeley community.,,,,,https://callink.berkeley.edu/organization/HEA,LEAD Center Category: Professional RSO,Join us at https://haas.campusgroups.com/BEA/club_signup,sample_data/logo Haas Entrepreneurs Association.jpg
361399,1,Haas Evening and Weekend MBA Association,,,,,,https://callink.berkeley.edu/organization/ewmbaa,LEAD Center Category: Professional RSO,TBD,sample_data/logo Haas Evening and Weekend MBA Association.jpg
378619,1,Haas Finance Alliance,,,,,,https://callink.berkeley.edu/organization/HaasFinanceAlliance,LEAD Center Category: Professional RSO,To be completed by student leader upon registration,sample_data/logo Haas Finance Alliance.jpg
91506,1,Haas Finance Club,"The Haas Finance Club at the Berkeley MBA Program serves as a comprehensive platform for aspiring finance professionals, offering students invaluable resources and opportunities to advance their careers in the finance industry. Through a blend of educational workshops, speaker series, networking events, and practical training sessions, the club aims to provide a holistic view of various finance domains including investment banking, asset management, and corporate finance. The club fosters a collaborative environment, where students can not only learn from industry experts through guest lectures but also from their peers, thereby enhancing their skill set and expanding their professional network. Membership in the Haas Finance Club is an essential stepping stone for MBA students looking to break into or advance in the competitive world of finance.",,,,,https://callink.berkeley.edu/organization/HaasFinanceClub,LEAD Center Category: Professional RSO,Reach out to Nick Goomer or Charles Tung,no logo
91545,1,Haas Fintech Club,,,,,,https://callink.berkeley.edu/organization/haasfintechclub,LEAD Center Category: Professional RSO,Email our Primary Contact for more info,sample_data/logo Haas Fintech Club.jpg
91925,1,Haas Golf Club,,,,,,https://callink.berkeley.edu/organization/HaasGolfClub,LEAD Center Category: Professional RSO,Register as a member on CampusGroups and join the Slack channel #Haas-Golf-Club,sample_data/logo Haas Golf Club.jpg
46288,1,Haas Healthcare Association,We are a student-run organization that brings together UC-Berkeley students of all backgrounds with a shared mission to build a more connected and impactful healthcare ecosystem. HHA represents a broad group of graduate students from across UC-Berkeley.,,,,,https://callink.berkeley.edu/organization/haashealthcareassociation,LEAD Center Category: Professional RSO,Please email us for more information on how to get involved!,no logo
91738,1,Haas Improv Club,"The Haas Improv Club is the go-to place for students looking to build confidence, practice presentation presence, enhance communication skills and connect with other Haasies through improv. We believe in the power of play to transform our relationships with one another and enhance our effectiveness as innovative leaders across industries and sectors. ",,,,,https://callink.berkeley.edu/organization/HaasImprovClub,LEAD Center Category: Professional RSO,"You can find us and our events on the Haas Campus Groups portal, and our Slack channel: #club-improv",sample_data/logo Haas Improv Club.jpg
76137,1,Haas Innovation Design,,,,,,https://callink.berkeley.edu/organization/HaasInnovationDesign,LEAD Center Category: Professional RSO,Go to Haas Campus Groups and register to be a part of our club: https://haas.campusgroups.com/login_only?redirect=https%3a%2f%2fhaas.campusgroups.com%2fgroups,sample_data/logo Haas Innovation Design.jpg
91331,1,Haas Investment Club,"The Haas Investment Club is a club for anyone interested in general investing. We prepare each other for equity, credit, private equity, and sustainable investment competitions; bring in speakers from different investing backgrounds; and provide interview prep and support for our members.",,,,,https://callink.berkeley.edu/organization/HaasInvestmentClub,LEAD Center Category: Professional RSO,"Reach out to John Graft, Meredith Albion, or Austin Perez Schoff with Questions! john_graft@berkeley.edu; meredith_albion@berkeley.edu; austin_schoff@berkeley.edu",no logo
91546,1,Haas Marketing Club,Haas Marketing Club's purpose is:,,,,,https://callink.berkeley.edu/organization/HaasMarketingClub,LEAD Center Category: Professional RSO,Contact a member of the Haas Marketing Club board.,no logo
143969,1,Haas Muslim Business Club,,,,,,https://callink.berkeley.edu/organization/HaasMuslimBusinessClub,LEAD Center Category: Professional RSO,Register on CampusGroups and join MBC's private slack channel by contacting one of the club's officers.,no logo
144563,1,Haas Partners Club,Fostering a community for all Haas Student partners and their families ,,,,,https://callink.berkeley.edu/organization/HaasPartnersClub,LEAD Center Category: Professional RSO,To be completed by student leader upon registration,no logo
91923,1,Haas Private Equity Club,"The Haas Private Equity Club is a student-led organization at UC Berkeley's Haas School of Business. It aims to educate members about the private equity industry, provide networking opportunities, and facilitate career development through workshops, speaker events, and case competitions.",,,,,https://callink.berkeley.edu/organization/HaasPrivateEquityClub,LEAD Center Category: Professional RSO,"Please reach out via Slack to Alison Montenegro, Nick Goomer, or Xan Wood",no logo
46471,1,Haas Real Estate Club,The professional club for graduate students at UC Berkeley interested in real estate and land use. Our mission is to train the next generation of real estate and land use leaders to create more vibrant buildings and cities.,,,,,https://callink.berkeley.edu/organization/haasrealestateclub,LEAD Center Category: Professional RSO,Email our VP of Admissions & Recruitment for further information (adhyati_pritakinari@berkeley.edu and bonniehuynh@berkeley.edu).,sample_data/logo Haas Real Estate Club.jpg
92158,1,Haas Soccer Club,The Haas Soccer Club connects all soccer enthusiasts among students and Haas alumni to play friendly soccer matches as well as intramurals and soccer tournaments against other business schools. Our goal is to build community through a popular sport and provide various opportunities for people to play.,,,,,https://callink.berkeley.edu/organization/HaasSoccerClub,LEAD Center Category: Professional RSO,To be completed by student leader upon registration,no logo
92162,1,Haas Sports Business Club,"Haas Sports Business club is a community which grows and highlights the many personal, professional, and social opportunities available in the world of athletics on campus and beyond.",,,,,https://callink.berkeley.edu/organization/HaasSportsBusinessClub,LEAD Center Category: Professional RSO,https://haas.campusgroups.com/feeds?type=club&type_id=10243&tab=home,sample_data/logo Haas Sports Business Club.jpg
92117,1,Haas Tech Club,"For Haas students and alumni interested in tech, HTC promises the best support in preparing its members for a career in tech. We provide members with a place to explore their interests and help them obtain relevant knowledge and skills because of the best resources and the largest network in the Bay Area.",,,,,https://callink.berkeley.edu/organization/HaasTechClub,LEAD Center Category: Professional RSO,Register through Haas Campus Groups. Payment for lifetime membership is $60 and for one year membership is $45,sample_data/logo Haas Tech Club.jpg
91888,1,Haas Transportation & Mobility Club, The purpose of this club shall be:,,,,,https://callink.berkeley.edu/organization/HaasTransportationMobilityClub,LEAD Center Category: Professional RSO,"Haas MBAs can sign up for TMC membership via CampusGroups. If you are a non-Haas Berkeley student interested in getting involved with programming, please reach out via email and we will respond back as soon as possible.",sample_data/logo Haas Transportation & Mobility Club.jpg
46300,1,Haas Undergraduate Black Business Association,HUBBA is an organization dedicated to helping underrepresented students achieve their professional aspirations and aiding in the undergraduate Haas application journey.,,,,,https://callink.berkeley.edu/organization/hubba,LEAD Center Category: Professional RSO,Come to events and check out the website at www.UCBHUBBA.com,sample_data/logo Haas Undergraduate Black Business Association.jpg
91547,1,Haas Venture Capital Club,"To be an inclusive organization that enhances professional, networking, and educational opportunities for students interested in careers in venture capital/impact investing, jobs at VC-backed companies, fundraising for their startups, or just learning more about the intriguing field.",,,,,https://callink.berkeley.edu/organization/haasventurecapitalclub,LEAD Center Category: Professional RSO,email hvcc@berkeley.edu,sample_data/logo Haas Venture Capital Club.jpg
58731,1,Haas Veterans Club,"The purpose of this club shall be:
1. Supporting club members as they transition from the military to the civilian sector
2. Mentoring prospective military applicants to the Haas MBA program
3. Connecting club members into the professional military network
4.Serving the Haas, UC Berkeley, and Bay Area communities",,,,,https://callink.berkeley.edu/organization/HaasVeteransClub,LEAD Center Category: Professional RSO,"If you'd like to get involved with the Haas Veterans Club, reach out to us at haasveterans@berkeley.edu.",no logo
91542,1,Haas Wellness Club,"The club aims to foster health & wellness at the Haas Business School, not limited to the following ways: 1. Promote holistic wellness - Promote holistic well-being – physical, mental, spiritual and digital – by expanding access to resources, information, specific programming, collaborative efforts with other organizations & community building. 2. Understand wellness needs and work with all stakeholders to consider and work towards promoting inclusive wellness 3. Serve as a resource for Wellness & Careers - Promote career development in the area of mental health & wellness & equip all Haasies with tools to manage wellness in their career",,,,,https://callink.berkeley.edu/organization/HaasWellnessClub,LEAD Center Category: Professional RSO,Membership is free. Please contact board members to be added to our communication channels.,sample_data/logo Haas Wellness Club.jpg
91518,1,Haas Wine Club,Wine Club is a group of people dedicated to learning more about wine and viniculture.,,,,,https://callink.berkeley.edu/organization/Haaswineclub,LEAD Center Category: Professional RSO,Join our organization!,sample_data/logo Haas Wine Club.jpg
91414,1,Haas Women in Leadership,"WiL's mission is to serve the entire Haas community through a series of professional,educational, and social events designed to enhance the understanding and appreciation ofwomen's roles in business while equipping WiL members for success.",,,,,https://callink.berkeley.edu/organization/haaswomeninleadership,LEAD Center Category: Professional RSO,"Membership options for all Haas MBA students are available here:https://haas.campusgroups.com/WIL/club_signup The wider community is welcome to register for the conference, happening this February.",sample_data/logo Haas Women in Leadership.jpg
123010,2,Hack the Bay,"Hack the Bay organizes and runs large-scale computer science and technology entrepreneurship-related events. We specialize in hackathons and anything that helps make computer science fun and more engaging to beginners, as well as challenging those with more experience.",,,,,https://callink.berkeley.edu/organization/calhacks,LEAD Center Category: Technology RSO,Email our Primary Contact for more info,sample_data/logo Hack the Bay.jpg
290345,1,Healthcare Business Association at Berkeley,Healthcare Business Association at Berkeley (HBAB) is an undergraduate organization that seeks to connect students that are interested in pursuing a career in healthcare and business. ,,,,,https://callink.berkeley.edu/organization/HealthcareBusinessAssociationBerkeley,LEAD Center Category: Professional RSO,"Please go to our website, healthcarebusinessberkeleyatberkeley.com for all up-to-date information on HBAB! All relevant links are available at linktr.ee/hbaberkeley",sample_data/logo Healthcare Business Association at Berkeley.jpg
221241,1,Healthcare Consulting Group at Berkeley,,,,,,https://callink.berkeley.edu/organization/HCGatBerkeley,LEAD Center Category: Professional RSO,"We are recruiting in Fall 2023! For inquires, please email berkeleyhcg@gmail.com. To view our recruitment timeline, please check out our website, Instagram, and https://linktr.ee/berkeleyhcg!",sample_data/logo Healthcare Consulting Group at Berkeley.jpg
46334,3,Hellenic Student Association at Berkeley,The goals of the Association are:,,,,,https://callink.berkeley.edu/organization/gahellenicstudentassociationatberkeley,LEAD Center Category: Cultural & Identity/International RSO,https://callink.berkeley.edu/organization/gahellenicstudentassociationatberkeley,sample_data/logo Hellenic Student Association at Berkeley.jpg
46141,3,Hermanas Unidas de UC Berkeley,"Hermanas Unidas provides undergraduate, graduate, and professional leadership opportunities and resources to predominately Latinx students by participating in and organizing academic, community service, and social events/workshops.",,,,,https://callink.berkeley.edu/organization/hermanasunidas,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Interested members may check out the organization's instagram @haudeucb.,sample_data/logo Hermanas Unidas de UC Berkeley.jpg
46150,3,Hmong Student Association at Berkeley,,,,,,https://callink.berkeley.edu/organization/HSAB,LEAD Center Category: Cultural & Identity/International RSO,"Jani Vue, PR & Outreach Coordinator (hsaberkeley@gmail.com)",sample_data/logo Hmong Student Association at Berkeley.jpg
45965,3,Hong Kong Student Association,Hong Kong Student Association,,,,,https://callink.berkeley.edu/organization/hongkongstudentassociation,LEAD Center Category: Cultural & Identity/International RSO,Contact us through email or instagram!,sample_data/logo Hong Kong Student Association.jpg
290346,1,HOSA Future Health Professionals of Berkeley,,,,,,https://callink.berkeley.edu/organization/HOSAFHPatBerkeley,LEAD Center Category: Professional RSO,Fill out this interest form (link to come) and info about meetings will pop up once you submit it!,no logo
77314,2,Human Powered Vehicle,"Students involved in our group will be part of a small team of students from all backgrounds. Members apply concepts learned in the classroom to building a human powered vehicle. Skills developed include machining, CAD, and working with composite materials. No prior skills are required, just enthusiasm and hard work!",,,,,https://callink.berkeley.edu/organization/HumanPoweredVehicle,LEAD Center Category: Technology RSO,No applications are required to join! Check us out at https://www.hpv.berkeley.edu/ or@CalHPV on Facebook to learn more about what we do and when we meet! Fill out our interest form here: https://forms.gle/WtgsSrVpUoosgqpa9,sample_data/logo Human Powered Vehicle.jpg
369015,3,"I.C.E.D D.I.C.E (Inclusion, Community, Equity, Diversity ""slash"" Deconstruction, Intent, Competence, Empowerment)","The purpose of this organization is to build a community of individuals from different backgrounds, identities, and lived experiences. A safe and brave space for members to gain self empowerment and empower, through empathy and competence. A space where members can step away from the academic rigors and socially constrained settings that prevent one from being their true self and finding their purpose.  ",,,,,https://callink.berkeley.edu/organization/iceddice,LEAD Center Category: Cultural & Identity/International RSO,TBA,no logo
45966,3,Indian Students Association,Indian Students Association at Berkeley is an on-campus student organization conceived with the objective of representing the South Asian Diaspora and the Indo-American community on the UC Berkeley campus. ,,,,,https://callink.berkeley.edu/organization/ISA,LEAD Center Category: Cultural & Identity/International RSO,Visit our website at isa.berkeley.edu and follow our Instagram at @isaberkeley to know more about us and our recruitment information!,sample_data/logo Indian Students Association.jpg
45967,3,Indus,"To achieve this aim, Indus shall:",,,,,https://callink.berkeley.edu/organization/ucbindus,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,induspresidents@gmail.com,sample_data/logo Indus.jpg
351683,1,Innovative Solutions Consulting at Berkeley,,,,,,https://callink.berkeley.edu/organization/innovativesolutionsconsulting,LEAD Center Category: Professional RSO,"We're thrilled to announce the return of BIS Consulting for Fall 2023! BIS stands as a distinguished consulting organization, powered by our dedicated UC Berkeley graduate student consultants. We collaborate with clients spanning diverse industries, engaging in impactful 10 to 14 weeks partnerships. This presents an exhilarating chance for clients to discover the perfect talent and an equally thrilling opportunity for students to engage in real-world consulting projects across a diverse array of topics. 🔍 Are you a client? Submit your project HERE: [https://rb.gy/j8ssy] (Deadline: 11.59 PM PDT, 1st Sep, 23) 🎓 A UC Berkeley Grad student? Apply to join us HERE: [https://rb.gy/5653u] (Deadline: 11.59 PM PDT, 5th Sep, 23) 📬 Questions? Reach out at berkeley.bis@gmail.com",sample_data/logo Innovative Solutions Consulting at Berkeley.jpg
221625,1,Intellectual Property Law Society,"The Intellectual Property Society (IPLS) caters to the interests of all budding Intellectual Property lawyers! IPLS is committed to cultivating research, discussions and advocacy in the field of Intellectual Property Law. We strive to provide all kinds of fruitful opportunities for the students interested in intellectual property law, thereby strengthening their ties with the Berkeley Law community. We work towards:",,,,,https://callink.berkeley.edu/organization/ipls,LEAD Center Category: Professional RSO,Join us on Discord (https://discord.gg/A5WH3u94Fn) or email us (ipls.berkeleylaw@gmail.com),sample_data/logo Intellectual Property Law Society.jpg
146002,1,"International Building Performance Simulation Association""slash""ASHRAE Berkeley","We are a student organization recognized by the national chapter of the International Building Performance Simulation Association - USA and ASHRAE chapters. We seek to unite students and researchers from across campus who work towards the design, construction, operation, and maintenance of sustainable and healthy built environments through the use of Building Performance Simulation tools and connections to industry's professionals with the end goal of increasing quality research and scholarship.",,,,,https://callink.berkeley.edu/organization/ibpsa-ashrae,LEAD Center Category: Professional RSO,"If you are interested in joining IA-Berkeley , feel free to contact ruijis@berkeley.edu","sample_data/logo International Building Performance Simulation Association""slash""ASHRAE Berkeley.jpg"
325447,1,International Healthcare Association,"The International Healthcare Association at Berkeley (iHCA) provides professional development for international and globally-minded students interested in the healthcare industry. We focus on the challenges that international students face when seeking a healthcare-related career, whether in medical or non-medical roles. We aim to be a community and support system for students in their professional careers. ",,,,,https://callink.berkeley.edu/organization/ihca,LEAD Center Category: Professional RSO,RSVP for our info session here: tinyurl.com/ihca-rsvp-fall22; Linktree: https://linktr.ee/ihcaberkeley,sample_data/logo International Healthcare Association.jpg
158935,1,International Relations Council of Berkeley,"A relatively new organization at Cal, the IRC was formed out of a union between five different IR orgs on campus. Our goal is to consolidate interest in IR by making knowledge, events, and opportunities in the vast field of international relations widely available and easily accessible to the campus community.  We seek to engage the Berkeley community holistically on topics of international affairs including foreign service, international politics, diplomacy, human rights and academia. We achieve this by hosting various career oriented events, our Globe Bears Podcast, publishing a biweekly newsletter, and by active news generation and discussion. ",,,,,https://callink.berkeley.edu/organization/IRC,LEAD Center Category: Professional RSO,Fall 2023: Interested in joining? Anyone is welcome! Find our interest form on our instagram page!,sample_data/logo International Relations Council of Berkeley.jpg
375791,1,International Software Product Management Association at Berkeley,,,,,,https://callink.berkeley.edu/organization/ISPMA,LEAD Center Category: Professional RSO,"You can view more information about the University Chapter at https://ispma.org/student-chapter-uc-berkley/. Currently, we are not accepting new members as we are getting situated and established. However, if you are interested in learning more feel free to email vshevkunov@berkeley.edu.",sample_data/logo International Software Product Management Association at Berkeley.jpg
321246,1,International Student Mentorship Program at Berkeley,"ISMP at Berkeley aims to mentor international undergraduate and graduate students academically, professionally, and personally, including adjusting to culture and life in the U.S. and equipping them for career growth in the future. We will be pairing international students with UC Berkeley alumni as mentors based on their interests and needs, as well as hosting webinars and workshops to help them grow.",,,,,https://callink.berkeley.edu/organization/ismpberkeley,LEAD Center Category: Professional RSO,Connect with a mentor at your school by going to our website: https://internationalmentorship.org/.,sample_data/logo International Student Mentorship Program at Berkeley.jpg
45972,3,International Students Association at Berkeley,ISAB is the largest international students association on the UC Berkeley campus. It was established in 2009 and has been nominated as an outstanding student organization in 2010-2011.,,,,,https://callink.berkeley.edu/organization/isab,LEAD Center Category: Cultural & Identity/International RSO,Core member applications will open at the beginning of each semester and will close following Recruitment in early September or January (specific dates TBD). General membership will remail open throughout the semester through a form that will be available in our Linktree (https://linktr.ee/isabcal) at the beginning of each semester. Stay tuned on our social media platforms to learn about ISAB and recruitments!,sample_data/logo International Students Association at Berkeley.jpg
358442,3,International Students Connection of Berkeley,,,,,,https://callink.berkeley.edu/organization/BerkISC,LEAD Center Category: Cultural & Identity/International RSO,There is no application process and dues. You can sign up via: https://tinyurl.com/berkiscmembership,sample_data/logo International Students Connection of Berkeley.jpg
164469,2,Invention Corps of Berkeley,"We are a not-for-profit, multidisciplinary student organization focused on human-centered design by partnering with professors, graduate students, and companies on specific projects that utilize design thinking to improve existing solutions on poverty, health, environment, and society. As a diverse organization of all skill sets and backgrounds, we are fueled by our individual passions and converge upon those passions to create a holistic organization by continuously prototyping with the goal of empowering ourselves and others. Our aim is to invent new ways to make a better world.",,,,,https://callink.berkeley.edu/organization/inventioncorps,LEAD Center Category: Technology RSO,Check out our website and Instagram! Or feel free to reach out to us at inventioncorps@icb.berkeley.edu,sample_data/logo Invention Corps of Berkeley.jpg
91967,1,Investments and Finance at Berkeley,,,,,,https://callink.berkeley.edu/organization/ifb,LEAD Center Category: Professional RSO,https://discord.gg/gn8PKdPbXp,sample_data/logo Investments and Finance at Berkeley.jpg
